"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr"
"57","Willie Jones","PG","25","DET","69","0","1006","177","475","0.373","0","0","0","177","475","0.373","0.373","64","101","0.634","0","0","177","115","0","0","0","137","418",1962
"58","Phil Jordon","C","28","NYK","76","0","2195","403","1028","0.392","0","0","0","403","1028","0.392","0.392","96","168","0.571","0","0","482","156","0","0","0","258","902",1962
"59","Red Kerr","C","29","SYR","80","0","2768","541","1220","0.443","0","0","0","541","1220","0.443","0.443","222","302","0.735","0","0","1176","243","0","0","0","272","1304",1962
"60","Doug Kistler","F","23","NYK","5","0","13","3","6","0.5","0","0","0","3","6","0.5","0.5","2","4","0.5","0","0","1","0","0","0","0","2","8",1962
"61","Jim Krebs","C","26","LAL","78","0","2012","312","701","0.445","0","0","0","312","701","0.445","0.445","156","208","0.75","0","0","616","110","0","0","0","290","780",1962
"62","Fred LaCour","PG","23","STL","73","0","1507","230","536","0.429","0","0","0","230","536","0.429","0.429","106","130","0.815","0","0","272","166","0","0","0","168","566",1962
"63","York Larese","SG","23","TOT","59","0","703","122","327","0.373","0","0","0","122","327","0.373","0.373","58","72","0.806","0","0","77","94","0","0","0","104","302",1962
"64","Rudy LaRusso","PF","24","LAL","80","0","2754","516","1108","0.466","0","0","0","516","1108","0.466","0.466","342","448","0.763","0","0","828","179","0","0","0","255","1374",1962
"65","George Lee","SF","25","DET","75","0","1351","179","500","0.358","0","0","0","179","500","0.358","0.358","213","280","0.761","0","0","349","64","0","0","0","128","571",1962
"66","Slick Leonard*","PG","29","CHP","70","0","2464","423","1128","0.375","0","0","0","423","1128","0.375","0.375","279","371","0.752","0","0","199","378","0","0","0","186","1125",1962
"67","Jim Loscutoff","SF","31","BOS","79","0","1146","188","519","0.362","0","0","0","188","519","0.362","0.362","45","84","0.536","0","0","329","51","0","0","0","185","421",1962
"68","Clyde Lovellette*","C","32","STL","40","0","1192","341","724","0.471","0","0","0","341","724","0.471","0.471","155","187","0.829","0","0","350","68","0","0","0","136","837",1962
"69","Ted Luckenbill","PF","22","PHW","67","0","396","43","120","0.358","0","0","0","43","120","0.358","0.358","49","76","0.645","0","0","110","27","0","0","0","67","135",1962
"70","Whitey Martin","SG","22","NYK","66","0","1018","95","292","0.325","0","0","0","95","292","0.325","0.325","37","55","0.673","0","0","158","115","0","0","0","158","227",1962
"71","Johnny McCarthy","PG","27","STL","15","0","333","18","73","0.247","0","0","0","18","73","0.247","0.247","12","27","0.444","0","0","56","70","0","0","0","50","48",1962
"72","Shellie McMillon","SF","25","TOT","62","0","1225","265","591","0.448","0","0","0","265","591","0.448","0.448","108","182","0.593","0","0","368","59","0","0","0","202","638",1962
"73","Bob McNeill","PG","23","TOT","50","0","441","56","136","0.412","0","0","0","56","136","0.412","0.412","26","34","0.765","0","0","56","89","0","0","0","56","138",1962
"74","Tom Meschery","PF","23","PHW","80","0","2509","375","929","0.404","0","0","0","375","929","0.404","0.404","216","262","0.824","0","0","729","145","0","0","0","330","966",1962
"75","Jackie Moreland","PF","23","DET","74","0","1219","205","487","0.421","0","0","0","205","487","0.421","0.421","139","186","0.747","0","0","427","76","0","0","0","179","549",1962
"76","Willie Naulls","SF","27","NYK","75","0","2978","747","1798","0.415","0","0","0","747","1798","0.415","0.415","383","455","0.842","0","0","867","192","0","0","0","260","1877",1962
"77","Paul Neumann","PG","24","SYR","77","0","1265","172","401","0.429","0","0","0","172","401","0.429","0.429","133","172","0.773","0","0","194","176","0","0","0","203","477",1962
"78","Chuck Noble","SG","30","DET","26","0","361","32","113","0.283","0","0","0","32","113","0.283","0.283","8","15","0.533","0","0","43","63","0","0","0","55","72",1962
"79","Bevo Nordmann","C","22","CIN","58","0","344","51","126","0.405","0","0","0","51","126","0.405","0.405","29","57","0.509","0","0","128","18","0","0","0","81","131",1962
"80","Don Ohl","SG","25","DET","77","0","2526","555","1250","0.444","0","0","0","555","1250","0.444","0.444","201","280","0.718","0","0","267","244","0","0","0","173","1311",1962
"81","Chuck Osborne","PF","23","SYR","4","0","21","1","8","0.125","0","0","0","1","8","0.125","0.125","3","4","0.75","0","0","9","1","0","0","0","3","5",1962
"82","Bob Pettit*","PF","29","STL","78","0","3282","867","1928","0.45","0","0","0","867","1928","0.45","0.45","695","901","0.771","0","0","1459","289","0","0","0","296","2429",1962
"83","Gary Phillips","PG","22","BOS","67","0","713","110","310","0.355","0","0","0","110","310","0.355","0.355","50","86","0.581","0","0","107","64","0","0","0","109","270",1962
"84","Dave Piontek","PF","27","CHP","45","0","614","83","225","0.369","0","0","0","83","225","0.369","0.369","39","59","0.661","0","0","155","31","0","0","0","89","205",1962
"85","Frank Radovich","F","23","PHW","37","0","175","37","93","0.398","0","0","0","37","93","0.398","0.398","13","26","0.5","0","0","51","4","0","0","0","27","87",1962
"86","Frank Ramsey*","SG","30","BOS","79","0","1913","436","1019","0.428","0","0","0","436","1019","0.428","0.428","334","405","0.825","0","0","387","109","0","0","0","245","1206",1962
"87","Hub Reed","C","25","CIN","80","0","1446","203","460","0.441","0","0","0","203","460","0.441","0.441","60","82","0.732","0","0","440","53","0","0","0","267","466",1962
"88","Joe Roberts","PF","25","SYR","80","0","1642","243","619","0.393","0","0","0","243","619","0.393","0.393","129","194","0.665","0","0","538","50","0","0","0","230","615",1962
"89","Oscar Robertson*","PG","23","CIN","79","0","3503","866","1810","0.478","0","0","0","866","1810","0.478","0.478","700","872","0.803","0","0","985","899","0","0","0","258","2432",1962
"90","Guy Rodgers*","PG","26","PHW","80","0","2650","267","749","0.356","0","0","0","267","749","0.356","0.356","121","182","0.665","0","0","348","643","0","0","0","312","655",1962
"91","Joe Ruklick","PF","23","PHW","46","0","302","48","147","0.327","0","0","0","48","147","0.327","0.327","12","26","0.462","0","0","87","14","0","0","0","56","108",1962
"92","Bill Russell*","C","27","BOS","76","0","3433","575","1258","0.457","0","0","0","575","1258","0.457","0.457","286","481","0.595","0","0","1790","341","0","0","0","207","1436",1962
"93","Tom Sanders*","SF","23","BOS","80","0","2325","350","804","0.435","0","0","0","350","804","0.435","0.435","197","263","0.749","0","0","762","74","0","0","0","279","897",1962
"94","Woody Sauldsberry","F-C","27","TOT","63","0","1765","298","869","0.343","0","0","0","298","869","0.343","0.343","79","123","0.642","0","0","536","90","0","0","0","179","675",1962
"95","Dolph Schayes*","PF","33","SYR","56","0","1480","268","751","0.357","0","0","0","268","751","0.357","0.357","286","319","0.897","0","0","439","120","0","0","0","167","822",1962
"96","Ray Scott","PF","23","DET","75","0","2087","370","956","0.387","0","0","0","370","956","0.387","0.387","255","388","0.657","0","0","865","132","0","0","0","232","995",1962
"97","Frank Selvy","SG","29","LAL","79","0","2806","433","1032","0.42","0","0","0","433","1032","0.42","0.42","298","404","0.738","0","0","412","381","0","0","0","232","1164",1962
"98","Lee Shaffer","SF","22","SYR","75","0","2083","514","1180","0.436","0","0","0","514","1180","0.436","0.436","239","310","0.771","0","0","511","99","0","0","0","266","1267",1962
"99","Gene Shue","PG","30","DET","80","0","3143","580","1422","0.408","0","0","0","580","1422","0.408","0.408","362","447","0.81","0","0","372","465","0","0","0","192","1522",1962
"100","Bob Sims","SG","23","TOT","65","0","1345","193","491","0.393","0","0","0","193","491","0.393","0.393","123","216","0.569","0","0","183","154","0","0","0","187","509",1962
"101","Adrian Smith","SG","25","CIN","80","0","1462","202","499","0.405","0","0","0","202","499","0.405","0.405","172","222","0.775","0","0","151","167","0","0","0","101","576",1962
"102","Bill Smith","G-F","22","NYK","9","0","83","8","33","0.242","0","0","0","8","33","0.242","0.242","7","8","0.875","0","0","16","7","0","0","0","6","23",1962
"103","Bobby Smith","G","24","LAL","3","0","7","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",1962
"104","Sam Stith","SG","24","NYK","32","0","440","59","162","0.364","0","0","0","59","162","0.364","0.364","23","38","0.605","0","0","51","60","0","0","0","55","141",1962
"105","Jack Turner","SG","22","CHP","42","0","567","84","221","0.38","0","0","0","84","221","0.38","0.38","32","42","0.762","0","0","85","44","0","0","0","51","200",1962
"106","Jack Twyman*","SF","27","CIN","80","0","2991","739","1542","0.479","0","0","0","739","1542","0.479","0.479","353","435","0.811","0","0","638","215","0","0","0","323","1831",1962
"107","Charlie Tyra","PF","26","CHP","78","0","1606","193","534","0.361","0","0","0","193","534","0.361","0.361","133","214","0.621","0","0","610","86","0","0","0","210","519",1962
"108","Horace Walker","SF","24","CHP","65","0","1331","149","439","0.339","0","0","0","149","439","0.339","0.339","140","193","0.725","0","0","466","69","0","0","0","194","438",1962
"109","Jerry West*","PG","23","LAL","75","0","3087","799","1795","0.445","0","0","0","799","1795","0.445","0.445","712","926","0.769","0","0","591","402","0","0","0","173","2310",1962
"110","Bob Wiesenhahn","SF","23","CIN","60","0","326","51","161","0.317","0","0","0","51","161","0.317","0.317","17","30","0.567","0","0","112","23","0","0","0","50","119",1962
"111","Lenny Wilkens*","PG","24","STL","20","0","870","140","364","0.385","0","0","0","140","364","0.385","0.385","84","110","0.764","0","0","131","116","0","0","0","63","364",1962
"112","Wayne Yates","C","24","LAL","37","0","263","31","105","0.295","0","0","0","31","105","0.295","0.295","10","22","0.455","0","0","94","16","0","0","0","72","72",1962
"113","Dave Zeller","PG","22","CIN","61","0","278","36","102","0.353","0","0","0","36","102","0.353","0.353","18","24","0.75","0","0","27","58","0","0","0","37","90",1962
