"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr"
"48","Bruce Hale","G-F","32","INO","26","0","0","40","135","0.296","0","0","0","40","135","0.296","0.296","14","23","0.609","0","0","49","42","0","0","0","30","94",1951
"49","Alex Hannum*","PF","27","SYR","63","0","0","182","494","0.368","0","0","0","182","494","0.368","0.368","107","197","0.543","0","0","301","119","0","0","0","271","471",1951
"50","John Hargis","G-F","30","TOT","29","0","0","48","127","0.378","0","0","0","48","127","0.378","0.378","27","42","0.643","0","0","66","25","0","0","0","58","123",1951
"51","Bob Harris","F-C","23","TOT","56","0","0","98","295","0.332","0","0","0","98","295","0.332","0.332","86","127","0.677","0","0","291","64","0","0","0","157","282",1951
"52","Bob Harrison","G","23","MNL","68","0","0","150","432","0.347","0","0","0","150","432","0.347","0.347","101","128","0.789","0","0","172","195","0","0","0","218","401",1951
"53","Billy Hassett","G","29","BLB","31","0","0","45","160","0.281","0","0","0","45","160","0.281","0.281","43","63","0.683","0","0","34","47","0","0","0","72","133",1951
"54","Kleggie Hermsen","C-F","27","TOT","71","0","0","189","644","0.293","0","0","0","189","644","0.293","0.293","155","237","0.654","0","0","448","92","0","0","0","261","533",1951
"55","Sonny Hertzberg","G","28","BOS","65","0","0","206","651","0.316","0","0","0","206","651","0.316","0.316","223","270","0.826","0","0","260","244","0","0","0","156","635",1951
"56","Paul Hoffman","G-F","25","BLB","41","0","0","127","399","0.318","0","0","0","127","399","0.318","0.318","105","156","0.673","0","0","202","111","0","0","0","135","359",1951
"57","Joe Holland","SF","25","INO","67","0","0","196","594","0.33","0","0","0","196","594","0.33","0.33","78","137","0.569","0","0","344","150","0","0","0","228","470",1951
"58","Red Holzman*","PG","30","ROC","68","0","0","183","561","0.326","0","0","0","183","561","0.326","0.326","130","179","0.726","0","0","152","147","0","0","0","94","496",1951
"59","Joe Hutton","SG","22","MNL","60","0","0","59","180","0.328","0","0","0","59","180","0.328","0.328","29","43","0.674","0","0","102","53","0","0","0","89","147",1951
"60","Gene James","F","25","TOT","48","0","0","79","235","0.336","0","0","0","79","235","0.336","0.336","44","71","0.62","0","0","141","70","0","0","0","118","202",1951
"61","Tony Jaros","F-G","30","MNL","63","0","0","88","287","0.307","0","0","0","88","287","0.307","0.307","65","103","0.631","0","0","131","72","0","0","0","131","241",1951
"62","Arnie Johnson","SF","30","ROC","68","0","0","185","403","0.459","0","0","0","185","403","0.459","0.459","269","371","0.725","0","0","449","175","0","0","0","290","639",1951
"63","Ralph Johnson","PG","29","FTW","68","0","0","235","737","0.319","0","0","0","235","737","0.319","0.319","114","162","0.704","0","0","275","183","0","0","0","247","584",1951
"64","Wah Wah Jones","PF","24","INO","22","0","0","93","237","0.392","0","0","0","93","237","0.392","0.392","61","77","0.792","0","0","125","85","0","0","0","74","247",1951
"65","Noble Jorgensen","C","25","TOT","63","0","0","223","600","0.372","0","0","0","223","600","0.372","0.372","182","265","0.687","0","0","338","91","0","0","0","237","628",1951
"66","George Kaftan","SF","22","NYK","61","0","0","111","286","0.388","0","0","0","111","286","0.388","0.388","78","125","0.624","0","0","153","74","0","0","0","102","300",1951
"67","Jack Kerris","PF","26","FTW","68","0","0","255","689","0.37","0","0","0","255","689","0.37","0.37","201","295","0.681","0","0","477","181","0","0","0","253","711",1951
"68","Duane Klueh","G","25","FTW","61","0","0","157","458","0.343","0","0","0","157","458","0.343","0.343","135","184","0.734","0","0","183","82","0","0","0","143","449",1951
"69","Frank Kudelka","G-F","25","TOT","62","0","0","179","518","0.346","0","0","0","179","518","0.346","0.346","83","119","0.697","0","0","158","105","0","0","0","211","441",1951
"70","Tony Lavelli","F","24","NYK","30","0","0","32","93","0.344","0","0","0","32","93","0.344","0.344","35","41","0.854","0","0","59","23","0","0","0","56","99",1951
"71","Bob Lavoy","PF","24","INO","63","0","0","221","619","0.357","0","0","0","221","619","0.357","0.357","84","133","0.632","0","0","310","76","0","0","0","190","526",1951
"72","Ed Leede","F-G","23","BOS","57","0","0","119","370","0.322","0","0","0","119","370","0.322","0.322","140","189","0.741","0","0","118","95","0","0","0","144","378",1951
"73","Ron Livingstone","C","25","PHW","63","0","0","104","353","0.295","0","0","0","104","353","0.295","0.295","76","109","0.697","0","0","297","76","0","0","0","220","284",1951
"74","Earl Lloyd*","SF","22","WSC","7","0","0","16","35","0.457","0","0","0","16","35","0.457","0.457","11","13","0.846","0","0","47","11","0","0","0","26","43",1951
"75","Don Lofgran","F-C","21","TOT","61","0","0","79","270","0.293","0","0","0","79","270","0.293","0.293","79","127","0.622","0","0","157","36","0","0","0","132","237",1951
"76","John Logan","G","30","TRI","30","0","0","84","269","0.312","0","0","0","84","269","0.312","0.312","63","84","0.75","0","0","134","119","0","0","0","70","231",1951
"77","Ray Lumpp","G","27","NYK","64","0","0","153","379","0.404","0","0","0","153","379","0.404","0.404","124","160","0.775","0","0","125","115","0","0","0","160","430",1951
"78","Ed Macauley*","C-F","22","BOS","68","0","0","459","985","0.466","0","0","0","459","985","0.466","0.466","466","614","0.759","0","0","616","252","0","0","0","205","1384",1951
"79","Johnny Macknowski","G-F","28","SYR","58","0","0","131","435","0.301","0","0","0","131","435","0.301","0.301","122","170","0.718","0","0","110","69","0","0","0","134","384",1951
"80","Norm Mager","F","24","BLB","24","0","0","40","142","0.282","0","0","0","40","142","0.282","0.282","44","56","0.786","0","0","47","23","0","0","0","68","124",1951
"81","John Mahnken","C","28","TOT","58","0","0","111","351","0.316","0","0","0","111","351","0.316","0.316","45","70","0.643","0","0","219","77","0","0","0","164","267",1951
"82","Slater Martin*","PG","25","MNL","68","0","0","227","627","0.362","0","0","0","227","627","0.362","0.362","121","177","0.684","0","0","246","235","0","0","0","199","575",1951
"83","Ariel Maughan","F","27","WSC","35","0","0","78","250","0.312","0","0","0","78","250","0.312","0.312","98","123","0.797","0","0","141","48","0","0","0","91","254",1951
"84","Dick McGuire*","PG","25","NYK","64","0","0","179","482","0.371","0","0","0","179","482","0.371","0.371","179","276","0.649","0","0","334","400","0","0","0","154","537",1951
"85","Bones McKinney","SF","32","TOT","44","0","0","102","327","0.312","0","0","0","102","327","0.312","0.312","58","81","0.716","0","0","198","85","0","0","0","136","262",1951
"86","Mal McMullen","F-C","23","INO","51","0","0","78","277","0.282","0","0","0","78","277","0.282","0.282","48","82","0.585","0","0","128","33","0","0","0","109","204",1951
"87","Joe McNamee","SF","24","ROC","60","0","0","48","167","0.287","0","0","0","48","167","0.287","0.287","27","42","0.643","0","0","101","18","0","0","0","88","123",1951
"88","Dick Mehen","PF","28","TOT","66","0","0","192","532","0.361","0","0","0","192","532","0.361","0.361","90","123","0.732","0","0","223","118","0","0","0","149","474",1951
"89","Ed Mikan","C-F","25","TOT","61","0","0","193","556","0.347","0","0","0","193","556","0.347","0.347","137","189","0.725","0","0","344","63","0","0","0","194","523",1951
"90","George Mikan*","C","26","MNL","68","0","0","678","1584","0.428","0","0","0","678","1584","0.428","0.428","576","717","0.803","0","0","958","208","0","0","0","308","1932",1951
"91","Vern Mikkelsen*","PF","22","MNL","64","0","0","359","893","0.402","0","0","0","359","893","0.402","0.402","186","275","0.676","0","0","655","181","0","0","0","260","904",1951
"92","Leo Mogus","F-C","29","PHW","57","0","0","43","122","0.352","0","0","0","43","122","0.352","0.352","53","86","0.616","0","0","102","32","0","0","0","60","139",1951
"93","Chuck Mrazovich","F","26","INO","25","0","0","28","80","0.35","0","0","0","28","80","0.35","0.35","29","48","0.604","0","0","40","13","0","0","0","52","85",1951
"94","Ken Murray","G-F","22","TOT","66","0","0","301","887","0.339","0","0","0","301","887","0.339","0.339","248","332","0.747","0","0","355","202","0","0","0","164","850",1951
"95","Jack Nichols","PF","24","TRI","6","0","0","27","79","0.342","0","0","0","27","79","0.342","0.342","16","21","0.762","0","0","63","15","0","0","0","23","70",1951
"96","Paul Noel","F","26","ROC","52","0","0","49","174","0.282","0","0","0","49","174","0.282","0.282","32","45","0.711","0","0","81","34","0","0","0","61","130",1951
"97","Johnny Norlander","F","29","WSC","9","0","0","6","16","0.375","0","0","0","6","16","0.375","0.375","9","14","0.643","0","0","9","5","0","0","0","14","21",1951
"98","Dick O'Keefe","G-F","27","WSC","17","0","0","21","102","0.206","0","0","0","21","102","0.206","0.206","25","39","0.641","0","0","37","25","0","0","0","48","67",1951
"99","Tommy O'Keefe","G","22","TOT","6","0","0","10","28","0.357","0","0","0","10","28","0.357","0.357","3","4","0.75","0","0","7","10","0","0","0","5","23",1951
"100","Kevin O'Shea","G","25","MNL","63","0","0","87","267","0.326","0","0","0","87","267","0.326","0.326","97","134","0.724","0","0","125","100","0","0","0","99","271",1951
"101","John Oldham","G","27","FTW","68","0","0","199","597","0.333","0","0","0","199","597","0.333","0.333","171","292","0.586","0","0","242","127","0","0","0","242","569",1951
"102","Don Otten","C","29","TOT","67","0","0","162","479","0.338","0","0","0","162","479","0.338","0.338","246","308","0.799","0","0","404","62","0","0","0","255","570",1951
"103","Easy Parham","F-G","29","PHW","7","0","0","2","6","0.333","0","0","0","2","6","0.333","0.333","2","6","0.333","0","0","9","2","0","0","0","2","6",1951
"104","Warren Perkins","G-F","28","TRI","66","0","0","135","428","0.315","0","0","0","135","428","0.315","0.315","126","195","0.646","0","0","319","143","0","0","0","232","396",1951
"105","Ed Peterson","C","26","TOT","53","0","0","130","384","0.339","0","0","0","130","384","0.339","0.339","99","150","0.66","0","0","288","66","0","0","0","188","359",1951
"106","Andy Phillip*","G-F","28","PHW","66","0","0","275","690","0.399","0","0","0","275","690","0.399","0.399","190","253","0.751","0","0","446","414","0","0","0","221","740",1951
"107","Jim Pollard*","SF","28","MNL","54","0","0","256","728","0.352","0","0","0","256","728","0.352","0.352","117","156","0.75","0","0","484","184","0","0","0","157","629",1951
"108","George Ratkovicz","PF","28","SYR","66","0","0","264","636","0.415","0","0","0","264","636","0.415","0.415","321","439","0.731","0","0","547","193","0","0","0","256","849",1951
"109","Don Rehfeldt","SF","24","BLB","59","0","0","164","426","0.385","0","0","0","164","426","0.385","0.385","103","139","0.741","0","0","251","68","0","0","0","146","431",1951
"110","Jim Riffey","F","27","FTW","35","0","0","65","185","0.351","0","0","0","65","185","0.351","0.351","20","26","0.769","0","0","61","16","0","0","0","54","150",1951
"111","Arnie Risen*","C","26","ROC","66","0","0","377","940","0.401","0","0","0","377","940","0.401","0.401","323","440","0.734","0","0","795","158","0","0","0","278","1077",1951
"112","Tex Ritter","G-F","26","NYK","34","0","0","39","103","0.379","0","0","0","39","103","0.379","0.379","49","71","0.69","0","0","65","37","0","0","0","52","127",1951
"113","Red Rocha","C","27","BLB","64","0","0","297","843","0.352","0","0","0","297","843","0.352","0.352","242","299","0.809","0","0","511","147","0","0","0","242","836",1951
"114","Kenny Sailors","G","30","TOT","60","0","0","181","533","0.34","0","0","0","181","533","0.34","0.34","131","180","0.728","0","0","120","150","0","0","0","196","493",1951
"115","Pep Saul","SG","26","ROC","65","0","0","105","310","0.339","0","0","0","105","310","0.339","0.339","72","105","0.686","0","0","84","68","0","0","0","85","282",1951
"116","Alan Sawyer","F","23","WSC","33","0","0","87","235","0.37","0","0","0","87","235","0.37","0.37","43","50","0.86","0","0","121","25","0","0","0","75","217",1951
"117","Fred Schaus","F","25","FTW","68","0","0","312","918","0.34","0","0","0","312","918","0.34","0.34","404","484","0.835","0","0","495","184","0","0","0","240","1028",1951
"118","Dolph Schayes*","F-C","22","SYR","66","0","0","332","930","0.357","0","0","0","332","930","0.357","0.357","457","608","0.752","0","0","1080","251","0","0","0","271","1121",1951
"119","Herb Scherer","C","22","TRI","20","0","0","24","84","0.286","0","0","0","24","84","0.286","0.286","20","35","0.571","0","0","50","17","0","0","0","56","68",1951
"120","Dick Schnittker","SF","22","WSC","29","0","0","86","209","0.411","0","0","0","86","209","0.411","0.411","123","142","0.866","0","0","153","41","0","0","0","82","295",1951
"121","Fred Scolari","G","28","TOT","66","0","0","302","923","0.327","0","0","0","302","923","0.327","0.327","279","331","0.843","0","0","218","255","0","0","0","183","883",1951
"122","George Senesky","PG","28","PHW","65","0","0","249","703","0.354","0","0","0","249","703","0.354","0.354","181","238","0.761","0","0","326","342","0","0","0","144","679",1951
"123","Paul Seymour","G-F","23","SYR","51","0","0","125","385","0.325","0","0","0","125","385","0.325","0.325","117","159","0.736","0","0","194","187","0","0","0","138","367",1951
"124","Carl Shaeffer","F-G","26","INO","10","0","0","6","22","0.273","0","0","0","6","22","0.273","0.273","3","3","1","0","0","10","6","0","0","0","15","15",1951
"125","Bill Sharman*","SG","24","WSC","31","0","0","141","381","0.37","0","0","0","141","381","0.37","0.37","96","108","0.889","0","0","110","39","0","0","0","86","378",1951
"126","Connie Simmons","C-F","25","NYK","66","0","0","229","613","0.374","0","0","0","229","613","0.374","0.374","146","208","0.702","0","0","426","117","0","0","0","222","604",1951
"127","Belus Smawley","SG","32","TOT","60","0","0","252","663","0.38","0","0","0","252","663","0.38","0.38","227","267","0.85","0","0","178","161","0","0","0","145","731",1951
"128","Ed Stanczak","F","29","BOS","19","0","0","12","50","0.24","0","0","0","12","50","0.24","0.24","36","45","0.8","0","0","36","7","0","0","0","48","60",1951
"129","Mike Todorovich","F-C","27","TRI","66","0","0","221","715","0.309","0","0","0","221","715","0.309","0.309","211","301","0.701","0","0","455","179","0","0","0","197","653",1951
"130","Gene Vance","G-F","27","TRI","29","0","0","46","114","0.404","0","0","0","46","114","0.404","0.404","47","67","0.701","0","0","94","57","0","0","0","98","139",1951
"131","Ernie Vandeweghe","F-G","22","NYK","44","0","0","135","336","0.402","0","0","0","135","336","0.402","0.402","68","97","0.701","0","0","195","121","0","0","0","144","338",1951
"132","Brady Walker","PF","29","TOT","66","0","0","164","416","0.394","0","0","0","164","416","0.394","0.394","72","103","0.699","0","0","354","111","0","0","0","82","400",1951
"133","Paul Walther","SG","23","INO","63","0","0","213","634","0.336","0","0","0","213","634","0.336","0.336","145","209","0.694","0","0","226","225","0","0","0","201","571",1951
"134","Bobby Wanzer*","G","29","ROC","68","0","0","252","628","0.401","0","0","0","252","628","0.401","0.401","232","273","0.85","0","0","232","181","0","0","0","129","736",1951
"135","Max Zaslofsky","SG","25","NYK","66","0","0","302","853","0.354","0","0","0","302","853","0.354","0.354","231","298","0.775","0","0","228","136","0","0","0","150","835",1951
