"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr"
"11","Ron Bonham","SF","22","BOS","37","0","369","91","220","0.414","0","0","0","91","220","0.414","0.414","92","112","0.821","0","0","78","19","0","0","0","33","274",1965
"12","Bob Boozer","SF","27","NYK","80","0","2139","424","963","0.44","0","0","0","424","963","0.44","0.44","288","375","0.768","0","0","604","108","0","0","0","183","1136",1965
"13","Gary Bradds","SF","22","BAL","41","0","335","46","111","0.414","0","0","0","46","111","0.414","0.414","45","63","0.714","0","0","84","19","0","0","0","36","137",1965
"14","Bill Bridges","PF","25","STL","79","0","2362","362","938","0.386","0","0","0","362","938","0.386","0.386","186","275","0.676","0","0","853","187","0","0","0","276","910",1965
"15","Em Bryant","PG","26","NYK","77","0","1332","145","436","0.333","0","0","0","145","436","0.333","0.333","87","133","0.654","0","0","167","167","0","0","0","212","377",1965
"16","Dave Budd","SF","26","NYK","62","0","1188","196","407","0.482","0","0","0","196","407","0.482","0.482","121","170","0.712","0","0","310","62","0","0","0","147","513",1965
"17","Ed Burton","F","25","STL","7","0","42","7","20","0.35","0","0","0","7","20","0.35","0.35","4","7","0.571","0","0","13","2","0","0","0","13","18",1965
"18","Donnie Butcher","PG","28","DET","71","0","1157","143","353","0.405","0","0","0","143","353","0.405","0.405","126","204","0.618","0","0","200","122","0","0","0","183","412",1965
"19","Al Butler","PG","26","BAL","25","0","172","24","73","0.329","0","0","0","24","73","0.329","0.329","11","15","0.733","0","0","21","12","0","0","0","25","59",1965
"20","Joe Caldwell","SF","23","DET","66","0","1543","290","776","0.374","0","0","0","290","776","0.374","0.374","129","210","0.614","0","0","441","118","0","0","0","171","709",1965
"21","Wilt Chamberlain*","C","28","TOT","73","0","3301","1063","2083","0.51","0","0","0","1063","2083","0.51","0.51","408","880","0.464","0","0","1673","250","0","0","0","146","2534",1965
"22","Len Chappell","C","24","NYK","43","0","655","145","367","0.395","0","0","0","145","367","0.395","0.395","68","100","0.68","0","0","140","15","0","0","0","73","358",1965
"23","Larry Costello","PG","33","PHI","64","0","1967","309","695","0.445","0","0","0","309","695","0.445","0.445","243","277","0.877","0","0","169","275","0","0","0","242","861",1965
"24","Mel Counts","C","23","BOS","54","0","572","100","272","0.368","0","0","0","100","272","0.368","0.368","58","74","0.784","0","0","265","19","0","0","0","134","258",1965
"25","Steve Courtin","SG","22","PHI","24","0","317","42","103","0.408","0","0","0","42","103","0.408","0.408","17","21","0.81","0","0","22","22","0","0","0","44","101",1965
"26","Dave DeBusschere*","PF","24","DET","79","0","2769","508","1196","0.425","0","0","0","508","1196","0.425","0.425","306","437","0.7","0","0","874","253","0","0","0","242","1322",1965
"27","Connie Dierking","C","28","TOT","68","0","1294","218","538","0.405","0","0","0","218","538","0.405","0.405","100","168","0.595","0","0","435","72","0","0","0","165","536",1965
"28","Terry Dischinger","SG","24","DET","80","0","2698","568","1153","0.493","0","0","0","568","1153","0.493","0.493","320","424","0.755","0","0","479","198","0","0","0","253","1456",1965
"29","Bob Duffy","PG","24","DET","4","0","26","4","11","0.364","0","0","0","4","11","0.364","0.364","6","7","0.857","0","0","4","5","0","0","0","4","14",1965
"30","Johnny Egan","PG","26","NYK","74","0","1664","258","529","0.488","0","0","0","258","529","0.488","0.488","162","199","0.814","0","0","143","252","0","0","0","139","678",1965
"31","Leroy Ellis","C","24","LAL","80","0","2026","311","700","0.444","0","0","0","311","700","0.444","0.444","198","284","0.697","0","0","652","49","0","0","0","196","820",1965
"32","Wayne Embry*","C","27","CIN","74","0","2243","352","772","0.456","0","0","0","352","772","0.456","0.456","239","371","0.644","0","0","741","92","0","0","0","297","943",1965
"33","Mike Farmer","SF","28","STL","60","0","1272","167","408","0.409","0","0","0","167","408","0.409","0.409","75","94","0.798","0","0","258","88","0","0","0","123","409",1965
"34","Bob Ferry","PF","27","BAL","77","0","1280","143","338","0.423","0","0","0","143","338","0.423","0.423","122","199","0.613","0","0","355","60","0","0","0","156","408",1965
"35","Dave Gambee","SF","27","PHI","80","0","1993","356","864","0.412","0","0","0","356","864","0.412","0.412","299","368","0.813","0","0","468","113","0","0","0","277","1011",1965
"36","Tom Gola*","SG","32","NYK","77","0","1727","204","455","0.448","0","0","0","204","455","0.448","0.448","133","180","0.739","0","0","319","220","0","0","0","269","541",1965
"37","Johnny Green","PF","31","NYK","78","0","1720","346","737","0.469","0","0","0","346","737","0.469","0.469","165","301","0.548","0","0","545","129","0","0","0","194","857",1965
"38","Si Green","PG","31","BAL","70","0","1086","152","368","0.413","0","0","0","152","368","0.413","0.413","101","161","0.627","0","0","169","140","0","0","0","134","405",1965
"39","Jerry Greenspan","SG","23","PHI","5","0","49","8","13","0.615","0","0","0","8","13","0.615","0.615","8","8","1","0","0","11","0","0","0","0","12","24",1965
"40","Hal Greer*","SG","28","PHI","70","0","2600","539","1245","0.433","0","0","0","539","1245","0.433","0.433","335","413","0.811","0","0","355","313","0","0","0","254","1413",1965
"41","Jerry Grote","G","24","LAL","11","0","33","6","11","0.545","0","0","0","6","11","0.545","0.545","2","2","1","0","0","4","4","0","0","0","5","14",1965
"42","Richie Guerin*","SG","32","STL","57","0","1678","295","662","0.446","0","0","0","295","662","0.446","0.446","231","301","0.767","0","0","149","271","0","0","0","193","821",1965
"43","Cliff Hagan*","SF","33","STL","77","0","1739","393","901","0.436","0","0","0","393","901","0.436","0.436","214","268","0.799","0","0","276","136","0","0","0","182","1000",1965
"44","Happy Hairston","PF","22","CIN","61","0","736","131","351","0.373","0","0","0","131","351","0.373","0.373","110","165","0.667","0","0","293","27","0","0","0","95","372",1965
"45","Reggie Harding","C","22","DET","78","0","2699","405","987","0.41","0","0","0","405","987","0.41","0.41","128","209","0.612","0","0","906","179","0","0","0","258","938",1965
"46","Charlie Hardnett","PF","26","BAL","20","0","200","25","80","0.313","0","0","0","25","80","0.313","0.313","23","39","0.59","0","0","77","2","0","0","0","37","73",1965
"47","John Havlicek*","SG","24","BOS","75","0","2169","570","1420","0.401","0","0","0","570","1420","0.401","0.401","235","316","0.744","0","0","371","199","0","0","0","200","1375",1965
"48","Tom Hawkins","SF","28","CIN","79","0","1864","220","538","0.409","0","0","0","220","538","0.409","0.409","116","204","0.569","0","0","475","80","0","0","0","240","556",1965
"49","Walt Hazzard","SG","22","LAL","66","0","919","117","306","0.382","0","0","0","117","306","0.382","0.382","46","71","0.648","0","0","111","140","0","0","0","132","280",1965
"50","Tom Heinsohn*","SF","30","BOS","67","0","1706","365","954","0.383","0","0","0","365","954","0.383","0.383","182","229","0.795","0","0","399","157","0","0","0","252","912",1965
"51","Art Heyman","SG","23","NYK","55","0","663","114","267","0.427","0","0","0","114","267","0.427","0.427","88","132","0.667","0","0","99","79","0","0","0","96","316",1965
"52","Wayne Hightower","PF","25","TOT","75","0","1547","196","570","0.344","0","0","0","196","570","0.344","0.344","195","254","0.768","0","0","420","54","0","0","0","204","587",1965
"53","Gary Hill","SG","23","TOT","12","0","103","10","36","0.278","0","0","0","10","36","0.278","0.278","7","14","0.5","0","0","16","7","0","0","0","11","27",1965
"54","Tom Hoover","C","24","NYK","24","0","153","13","32","0.406","0","0","0","13","32","0.406","0.406","8","14","0.571","0","0","58","12","0","0","0","37","34",1965
"55","Bailey Howell*","PF","28","BAL","80","0","2975","515","1040","0.495","0","0","0","515","1040","0.495","0.495","504","629","0.801","0","0","869","208","0","0","0","345","1534",1965
"56","Les Hunter","PF","22","BAL","24","0","114","18","64","0.281","0","0","0","18","64","0.281","0.281","6","14","0.429","0","0","50","11","0","0","0","16","42",1965
"57","Darrall Imhoff","C","26","LAL","76","0","1521","145","311","0.466","0","0","0","145","311","0.466","0.466","88","154","0.571","0","0","500","87","0","0","0","238","378",1965
"58","Luke Jackson","PF","23","PHI","76","0","2590","419","1013","0.414","0","0","0","419","1013","0.414","0.414","288","404","0.713","0","0","980","93","0","0","0","251","1126",1965
"59","Gus Johnson*","SF","26","BAL","76","0","2899","577","1379","0.418","0","0","0","577","1379","0.418","0.418","261","386","0.676","0","0","988","270","0","0","0","258","1415",1965
"60","K.C. Jones*","PG","32","BOS","78","0","2434","253","639","0.396","0","0","0","253","639","0.396","0.396","143","227","0.63","0","0","318","437","0","0","0","263","649",1965
"61","Larry Jones","SG","22","PHI","23","0","359","47","153","0.307","0","0","0","47","153","0.307","0.307","37","52","0.712","0","0","57","40","0","0","0","46","131",1965
"62","Sam Jones*","SG","31","BOS","80","0","2885","821","1818","0.452","0","0","0","821","1818","0.452","0.452","428","522","0.82","0","0","411","223","0","0","0","176","2070",1965
"63","Wali Jones","SG","22","BAL","77","0","1250","154","411","0.375","0","0","0","154","411","0.375","0.375","99","136","0.728","0","0","140","200","0","0","0","196","407",1965
"64","Willie Jones","PG","28","DET","12","0","101","21","52","0.404","0","0","0","21","52","0.404","0.404","2","6","0.333","0","0","10","7","0","0","0","13","44",1965
"65","Red Kerr","C","32","PHI","80","0","1810","264","714","0.37","0","0","0","264","714","0.37","0.37","126","181","0.696","0","0","551","197","0","0","0","132","654",1965
"66","Jim King","PG","23","LAL","77","0","1671","184","469","0.392","0","0","0","184","469","0.392","0.392","118","151","0.781","0","0","214","178","0","0","0","193","486",1965
"67","Don Kojis","SF","26","DET","65","0","836","180","416","0.433","0","0","0","180","416","0.433","0.433","62","98","0.633","0","0","243","63","0","0","0","115","422",1965
"68","Howard Komives","PG","23","NYK","80","0","2378","381","1020","0.374","0","0","0","381","1020","0.374","0.374","212","254","0.835","0","0","195","265","0","0","0","246","974",1965
"69","Bud Koper","SG","22","SFW","54","0","631","106","241","0.44","0","0","0","106","241","0.44","0.44","35","42","0.833","0","0","61","43","0","0","0","59","247",1965
"70","Barry Kramer","SF","22","TOT","52","0","507","63","186","0.339","0","0","0","63","186","0.339","0.339","60","84","0.714","0","0","100","41","0","0","0","67","186",1965
"71","Rudy LaRusso","PF","27","LAL","77","0","2588","381","827","0.461","0","0","0","381","827","0.461","0.461","321","415","0.773","0","0","725","198","0","0","0","258","1083",1965
"72","George Lee","SF","28","SFW","19","0","247","27","77","0.351","0","0","0","27","77","0.351","0.351","38","52","0.731","0","0","55","12","0","0","0","22","92",1965
"73","Kevin Loughery","PG","24","BAL","80","0","2417","406","957","0.424","0","0","0","406","957","0.424","0.424","212","281","0.754","0","0","235","296","0","0","0","320","1024",1965
"74","Jerry Lucas*","PF","24","CIN","66","0","2864","558","1121","0.498","0","0","0","558","1121","0.498","0.498","298","366","0.814","0","0","1321","157","0","0","0","214","1414",1965
"75","Bill McGill","C","25","TOT","24","0","133","21","65","0.323","0","0","0","21","65","0.323","0.323","13","17","0.765","0","0","36","9","0","0","0","32","55",1965
"76","McCoy McLemore","SF","22","SFW","78","0","1731","244","725","0.337","0","0","0","244","725","0.337","0.337","157","220","0.714","0","0","488","81","0","0","0","224","645",1965
"77","Tom Meschery","SF","26","SFW","79","0","2408","361","917","0.394","0","0","0","361","917","0.394","0.394","278","370","0.751","0","0","655","106","0","0","0","279","1000",1965
"78","Eddie Miles","PG","24","DET","76","0","2074","439","994","0.442","0","0","0","439","994","0.442","0.442","166","223","0.744","0","0","258","157","0","0","0","201","1044",1965
"79","Jackie Moreland","PF","26","DET","54","0","732","103","296","0.348","0","0","0","103","296","0.348","0.348","66","104","0.635","0","0","183","69","0","0","0","151","272",1965
"80","Jeff Mullins","SG","22","STL","44","0","492","87","209","0.416","0","0","0","87","209","0.416","0.416","41","61","0.672","0","0","102","44","0","0","0","60","215",1965
"81","Cotton Nash","SF","22","TOT","45","0","357","47","145","0.324","0","0","0","47","145","0.324","0.324","43","52","0.827","0","0","83","19","0","0","0","57","137",1965
"82","Willie Naulls","SF","30","BOS","71","0","1465","302","786","0.384","0","0","0","302","786","0.384","0.384","143","176","0.813","0","0","336","72","0","0","0","225","747",1965
"83","Don Nelson*","SF","24","LAL","39","0","238","36","85","0.424","0","0","0","36","85","0.424","0.424","20","26","0.769","0","0","73","24","0","0","0","40","92",1965
"84","Paul Neumann","PG","27","TOT","76","0","2034","365","772","0.473","0","0","0","365","772","0.473","0.473","234","303","0.772","0","0","198","233","0","0","0","218","964",1965
"85","Bevo Nordmann","C","25","BOS","3","0","25","3","5","0.6","0","0","0","3","5","0.6","0.6","0","0","0","0","0","8","3","0","0","0","5","6",1965
"86","Don Ohl","SG","28","BAL","77","0","2821","568","1297","0.438","0","0","0","568","1297","0.438","0.438","284","388","0.732","0","0","336","250","0","0","0","274","1420",1965
"87","Bud Olsen","PF","24","CIN","79","0","1372","224","512","0.438","0","0","0","224","512","0.438","0.438","144","195","0.738","0","0","333","84","0","0","0","203","592",1965
"88","Bob Pettit*","PF","32","STL","50","0","1754","396","923","0.429","0","0","0","396","923","0.429","0.429","332","405","0.82","0","0","621","128","0","0","0","167","1124",1965
"89","Gary Phillips","SG","25","SFW","73","0","1541","198","553","0.358","0","0","0","198","553","0.358","0.358","120","199","0.603","0","0","189","148","0","0","0","184","516",1965
"90","Hub Reed","C","28","DET","62","0","753","84","221","0.38","0","0","0","84","221","0.38","0.38","40","58","0.69","0","0","206","38","0","0","0","136","208",1965
"91","Willis Reed*","C","22","NYK","80","0","3042","629","1457","0.432","0","0","0","629","1457","0.432","0.432","302","407","0.742","0","0","1175","133","0","0","0","339","1560",1965
"92","Oscar Robertson*","PG","26","CIN","75","0","3421","807","1681","0.48","0","0","0","807","1681","0.48","0.48","665","793","0.839","0","0","674","861","0","0","0","205","2279",1965
"93","Guy Rodgers*","SG","29","SFW","79","0","2699","465","1225","0.38","0","0","0","465","1225","0.38","0.38","223","325","0.686","0","0","323","565","0","0","0","256","1153",1965
"94","John Rudometkin","SF","24","TOT","23","0","376","52","154","0.338","0","0","0","52","154","0.338","0.338","34","50","0.68","0","0","99","16","0","0","0","54","138",1965
"95","Bill Russell*","C","30","BOS","78","0","3466","429","980","0.438","0","0","0","429","980","0.438","0.438","244","426","0.573","0","0","1878","410","0","0","0","204","1102",1965
"96","Tom Sanders*","PF","26","BOS","80","0","2459","374","871","0.429","0","0","0","374","871","0.429","0.429","193","259","0.745","0","0","661","92","0","0","0","318","941",1965
"97","Ray Scott","PF","26","DET","66","0","2167","402","1092","0.368","0","0","0","402","1092","0.368","0.368","220","314","0.701","0","0","634","239","0","0","0","209","1024",1965
"98","Larry Siegfried","SG","25","BOS","72","0","996","173","417","0.415","0","0","0","173","417","0.415","0.415","109","140","0.779","0","0","134","119","0","0","0","108","455",1965
"99","Paul Silas","PF","21","STL","79","0","1243","140","375","0.373","0","0","0","140","375","0.373","0.373","83","164","0.506","0","0","576","48","0","0","0","161","363",1965
"100","Adrian Smith","SG","28","CIN","80","0","2745","463","1016","0.456","0","0","0","463","1016","0.456","0.456","284","342","0.83","0","0","220","240","0","0","0","199","1210",1965
"101","Tom Thacker","PG","25","CIN","55","0","470","56","168","0.333","0","0","0","56","168","0.333","0.333","23","47","0.489","0","0","127","41","0","0","0","64","135",1965
"102","John Thompson*","PF","23","BOS","64","0","699","84","209","0.402","0","0","0","84","209","0.402","0.402","62","105","0.59","0","0","230","16","0","0","0","141","230",1965
"103","Rod Thorn*","SG","23","DET","74","0","1770","320","750","0.427","0","0","0","320","750","0.427","0.427","176","243","0.724","0","0","266","161","0","0","0","122","816",1965
"104","Nate Thurmond*","PF","23","SFW","77","0","3173","519","1240","0.419","0","0","0","519","1240","0.419","0.419","235","357","0.658","0","0","1395","157","0","0","0","232","1273",1965
"105","John Tresvant","PF","25","STL","4","0","35","4","11","0.364","0","0","0","4","11","0.364","0.364","6","9","0.667","0","0","18","6","0","0","0","9","14",1965
"106","Jack Twyman*","SF","30","CIN","80","0","2236","479","1081","0.443","0","0","0","479","1081","0.443","0.443","198","239","0.828","0","0","383","137","0","0","0","239","1156",1965
"107","Chico Vaughn","SG","24","STL","75","0","1965","344","811","0.424","0","0","0","344","811","0.424","0.424","182","242","0.752","0","0","173","157","0","0","0","192","870",1965
"108","Chet Walker*","SF","24","PHI","79","0","2187","377","936","0.403","0","0","0","377","936","0.403","0.403","288","388","0.742","0","0","528","132","0","0","0","200","1042",1965
"109","Gerry Ward","SG","23","BOS","3","0","30","2","18","0.111","0","0","0","2","18","0.111","0.111","1","1","1","0","0","5","6","0","0","0","6","5",1965
"110","Ben Warley","SF","28","PHI","64","0","900","94","253","0.372","0","0","0","94","253","0.372","0.372","124","176","0.705","0","0","277","53","0","0","0","170","312",1965
"111","Jerry West*","PG","26","LAL","74","0","3066","822","1655","0.497","0","0","0","822","1655","0.497","0.497","648","789","0.821","0","0","447","364","0","0","0","221","2292",1965
"112","Gene Wiley","C","27","LAL","80","0","2002","175","376","0.465","0","0","0","175","376","0.465","0.465","56","111","0.505","0","0","690","105","0","0","0","235","406",1965
"113","Lenny Wilkens*","PG","27","STL","78","0","2854","434","1048","0.414","0","0","0","434","1048","0.414","0.414","416","558","0.746","0","0","365","431","0","0","0","283","1284",1965
"114","George Wilson","C","22","CIN","39","0","288","41","155","0.265","0","0","0","41","155","0.265","0.265","9","30","0.3","0","0","102","11","0","0","0","59","91",1965
