"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr"
"336","Carlos Rogers","PF","27","POR","2","0","8","2","2","1","0","0","0","2","2","1","1","1","4","0.25","0","1","1","1","0","0","0","2","5",1999
"337","Rodney Rogers","SF","27","LAC","47","7","968","131","297","0.441","18","63","0.286","113","234","0.483","0.471","68","101","0.673","65","114","179","77","47","22","66","140","348",1999
"338","Sean Rooks","C","29","LAL","36","0","315","32","79","0.405","0","2","0","32","77","0.416","0.405","34","48","0.708","33","39","72","9","2","9","21","61","98",1999
"339","Jalen Rose","SF","26","IND","49","1","1238","200","496","0.403","17","65","0.262","183","431","0.425","0.42","125","158","0.791","34","120","154","93","50","15","72","128","542",1999
"340","Malik Rose","PF","24","SAS","47","0","608","93","201","0.463","0","1","0","93","200","0.465","0.463","98","146","0.671","90","92","182","29","40","22","56","120","284",1999
"341","Bryon Russell","SF","28","UTA","50","50","1770","217","468","0.464","52","147","0.354","165","321","0.514","0.519","136","171","0.795","65","201","266","74","76","15","76","154","622",1999
"342","Arvydas Sabonis*","C","34","POR","50","48","1349","232","478","0.485","7","24","0.292","225","454","0.496","0.493","135","175","0.771","88","305","393","119","34","63","85","147","606",1999
"343","Jason Sasser","SF","25","VAN","6","0","39","5","11","0.455","0","0","0","5","11","0.455","0.455","1","2","0.5","2","5","7","2","2","0","2","4","11",1999
"344","Danny Schayes","C","39","ORL","19","1","143","11","29","0.379","0","0","0","11","29","0.379","0.379","6","8","0.75","3","11","14","4","1","2","8","23","28",1999
"345","Dwayne Schintzius","C","30","BOS","16","0","67","4","16","0.25","0","0","0","4","16","0.25","0.25","3","4","0.75","7","12","19","8","0","3","10","17","11",1999
"346","Detlef Schrempf","SF","36","SEA","50","39","1765","259","549","0.472","34","86","0.395","225","463","0.486","0.503","200","243","0.823","77","293","370","184","41","26","103","152","752",1999
"347","Dennis Scott","SF","30","TOT","36","9","738","87","213","0.408","37","97","0.381","50","116","0.431","0.495","23","31","0.742","8","50","58","40","15","3","19","49","234",1999
"348","Malik Sealy","SF","28","MIN","31","7","731","95","231","0.411","6","23","0.261","89","208","0.428","0.424","55","61","0.902","23","69","92","36","30","5","33","68","251",1999
"349","Rony Seikaly","C","33","NJN","9","0","88","4","20","0.2","0","0","0","4","20","0.2","0.2","7","18","0.389","5","16","21","2","4","6","10","15","15",1999
"350","Charles Shackleford","C","32","CHH","32","4","367","44","90","0.489","0","0","0","44","90","0.489","0.489","19","29","0.655","41","88","129","13","5","13","27","66","107",1999
"351","Brian Shaw","PG","32","POR","1","0","5","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","1","1","0",1999
"352","Casey Shaw","C","23","PHI","9","0","14","1","8","0.125","0","0","0","1","8","0.125","0.125","0","0","0","3","0","3","0","0","0","2","2","2",1999
"353","Jeff Sheppard","SG","24","ATL","18","5","185","15","39","0.385","2","7","0.286","13","32","0.406","0.41","8","13","0.615","6","16","22","16","3","0","7","12","40",1999
"354","Miles Simon","SG","23","ORL","5","0","19","1","5","0.2","0","2","0","1","3","0.333","0.2","0","0","0","1","1","2","0","1","0","3","1","2",1999
"355","Dickey Simpkins","C","26","CHI","50","35","1448","150","324","0.463","0","1","0","150","323","0.464","0.463","156","242","0.645","110","229","339","65","36","13","72","128","456",1999
"356","Alvin Sims","SG","24","PHO","4","0","25","4","10","0.4","1","1","1","3","9","0.333","0.45","2","5","0.4","3","1","4","5","2","0","6","2","11",1999
"357","Brian Skinner","PF","22","LAC","21","0","258","33","71","0.465","0","0","0","33","71","0.465","0.465","20","33","0.606","20","33","53","1","10","13","19","20","86",1999
"358","Reggie Slater","PF","28","TOR","30","0","263","31","81","0.383","0","0","0","31","81","0.383","0.383","53","85","0.624","36","34","70","5","3","3","25","50","115",1999
"359","Charles Smith","SG","23","LAC","23","10","317","35","97","0.361","7","33","0.212","28","64","0.438","0.397","7","16","0.438","7","17","24","13","17","14","20","35","84",1999
"360","Joe Smith","C","23","MIN","43","42","1418","223","522","0.427","0","3","0","223","519","0.43","0.427","142","188","0.755","154","200","354","68","32","66","66","147","588",1999
"361","Michael Smith","PF","26","VAN","48","10","1098","77","144","0.535","0","1","0","77","143","0.538","0.535","76","128","0.594","135","215","350","48","46","18","60","107","230",1999
"362","Steve Smith","SG","29","ATL","36","36","1314","217","540","0.402","47","139","0.338","170","401","0.424","0.445","191","225","0.849","50","101","151","118","36","11","99","100","672",1999
"363","Rik Smits","C","32","IND","49","49","1271","310","633","0.49","0","2","0","310","631","0.491","0.49","108","132","0.818","73","202","275","52","18","52","75","159","728",1999
"364","Eric Snow","PG","25","PHI","48","48","1716","149","348","0.428","5","21","0.238","144","327","0.44","0.435","110","150","0.733","25","137","162","301","100","1","111","149","413",1999
"365","Felton Spencer","C","31","GSW","26","0","159","15","33","0.455","0","0","0","15","33","0.455","0.455","12","26","0.462","18","28","46","0","5","10","9","41","42",1999
"366","Latrell Sprewell","SF","28","NYK","37","4","1233","215","518","0.415","21","77","0.273","194","441","0.44","0.435","155","191","0.812","41","115","156","91","46","2","79","65","606",1999
"367","Ryan Stack","PF","23","CLE","18","0","199","14","37","0.378","0","0","0","14","37","0.378","0.378","19","20","0.95","19","15","34","5","2","11","9","31","47",1999
"368","Jerry Stackhouse","SG","24","DET","42","9","1188","181","488","0.371","35","126","0.278","146","362","0.403","0.407","210","247","0.85","26","81","107","118","34","19","121","79","607",1999
"369","John Starks","SG","33","GSW","50","50","1686","269","728","0.37","78","269","0.29","191","459","0.416","0.423","74","100","0.74","33","130","163","235","69","5","83","135","690",1999
"370","Vladimir Stepania","C","22","SEA","23","6","313","53","125","0.424","0","3","0","53","122","0.434","0.424","21","40","0.525","27","48","75","12","10","23","32","58","127",1999
"371","Michael Stewart","C","23","TOR","42","2","394","22","53","0.415","0","0","0","22","53","0.415","0.415","17","25","0.68","43","56","99","5","4","28","12","76","61",1999
"372","Bryant Stith","SG","28","DEN","46","32","1194","114","290","0.393","31","106","0.292","83","184","0.451","0.447","61","71","0.859","30","77","107","82","28","15","45","65","320",1999
"373","John Stockton*","PG","36","UTA","50","50","1410","200","410","0.488","16","50","0.32","184","360","0.511","0.507","137","169","0.811","31","115","146","374","81","13","110","107","553",1999
"374","Peja Stojakovic","SF","21","SAC","48","1","1025","141","373","0.378","57","178","0.32","84","195","0.431","0.454","63","74","0.851","43","100","143","72","41","7","53","43","402",1999
"375","Damon Stoudamire","PG","25","POR","50","50","1673","249","629","0.396","44","142","0.31","205","487","0.421","0.431","89","122","0.73","41","126","167","312","49","4","110","81","631",1999
"376","Erick Strickland","SG","25","DAL","33","2","567","89","221","0.403","18","59","0.305","71","162","0.438","0.443","53","65","0.815","12","71","83","64","40","2","36","44","249",1999
"377","Mark Strickland","PF","28","MIA","32","1","357","50","101","0.495","0","1","0","50","100","0.5","0.495","19","26","0.731","26","52","78","9","7","8","13","28","119",1999
"378","Rod Strickland","PG","32","WAS","44","43","1632","251","603","0.416","12","42","0.286","239","561","0.426","0.426","176","236","0.746","56","156","212","434","76","5","142","91","690",1999
"379","Derek Strong","PF","30","ORL","44","0","695","76","180","0.422","0","2","0","76","178","0.427","0.422","71","99","0.717","66","95","161","17","15","7","37","64","223",1999
"380","Bruno Šundov","C","18","DAL","3","0","11","2","7","0.286","0","0","0","2","7","0.286","0.286","0","0","0","0","0","0","1","0","0","1","4","4",1999
"381","Bob Sura","PG","25","CLE","50","6","841","70","210","0.333","9","45","0.2","61","165","0.37","0.355","65","103","0.631","21","81","102","152","46","14","67","98","214",1999
"382","Johnny Taylor","SF","24","DEN","36","9","724","82","198","0.414","26","68","0.382","56","130","0.431","0.48","17","23","0.739","30","71","101","24","28","17","34","97","207",1999
"383","Maurice Taylor","PF","22","LAC","46","45","1505","311","675","0.461","1","6","0.167","310","669","0.463","0.461","150","206","0.728","100","142","242","67","16","29","120","179","773",1999
"384","John Thomas","C","23","TOR","39","11","593","71","123","0.577","0","1","0","71","122","0.582","0.577","27","48","0.563","65","69","134","15","17","9","21","82","169",1999
"385","Kurt Thomas","PF","26","NYK","50","44","1182","170","368","0.462","0","1","0","170","367","0.463","0.462","66","108","0.611","82","204","286","55","45","17","73","159","406",1999
"386","Tim Thomas","SF","21","TOT","50","26","812","132","279","0.473","21","68","0.309","111","211","0.526","0.511","73","112","0.652","49","77","126","46","26","12","46","107","358",1999
"387","Otis Thorpe","PF","36","WAS","49","38","1539","240","440","0.545","0","2","0","240","438","0.548","0.545","74","106","0.698","96","238","334","101","42","19","88","196","554",1999
"388","Robert Traylor","C","21","MIL","49","43","786","108","201","0.537","0","1","0","108","200","0.54","0.537","43","80","0.538","80","102","182","38","44","44","42","140","259",1999
"389","Gary Trent","PF","24","DAL","45","23","1362","287","602","0.477","0","5","0","287","597","0.481","0.477","145","235","0.617","127","224","351","77","29","23","66","122","719",1999
"390","Nick Van Exel","PG","27","DEN","50","50","1802","306","769","0.398","72","234","0.308","234","535","0.437","0.445","142","175","0.811","14","99","113","368","40","3","121","90","826",1999
"391","Keith Van Horn","PF","23","NJN","42","42","1576","322","752","0.428","16","53","0.302","306","699","0.438","0.439","256","298","0.859","114","244","358","65","43","53","133","134","916",1999
"392","David Vaughn","PF","25","NJN","10","0","103","13","24","0.542","0","0","0","13","24","0.542","0.542","8","10","0.8","13","21","34","1","2","8","11","22","34",1999
"393","Jacque Vaughn","PG","23","UTA","19","0","87","11","30","0.367","2","8","0.25","9","22","0.409","0.4","20","24","0.833","1","10","11","12","5","0","14","14","44",1999
"394","Loy Vaught","PF","30","DET","37","10","481","59","155","0.381","0","1","0","59","154","0.383","0.381","9","14","0.643","36","110","146","11","15","6","17","54","127",1999
"395","Stojko Vrankovic","C","35","LAC","2","0","12","1","4","0.25","0","0","0","1","4","0.25","0.25","0","0","0","4","2","6","0","0","0","0","2","2",1999
"396","Antoine Walker","PF","22","BOS","42","41","1549","303","735","0.412","65","176","0.369","238","559","0.426","0.456","113","202","0.559","106","253","359","130","63","28","119","142","784",1999
"397","Samaki Walker","PF","22","DAL","39","2","568","88","190","0.463","0","1","0","88","189","0.466","0.463","53","98","0.541","46","97","143","6","9","16","37","87","229",1999
"398","Ben Wallace","C","24","WAS","46","16","1231","115","199","0.578","0","0","0","115","199","0.578","0.578","47","132","0.356","137","247","384","18","50","90","36","111","277",1999
"399","John Wallace","SF","24","TOR","48","3","812","153","354","0.432","0","0","0","153","354","0.432","0.432","105","150","0.7","54","117","171","46","12","43","70","92","411",1999
"400","Rasheed Wallace","PF","24","POR","49","18","1414","242","476","0.508","13","31","0.419","229","445","0.515","0.522","131","179","0.732","57","184","241","60","48","54","80","175","628",1999
"401","Rex Walters","SG","28","MIA","33","13","506","35","95","0.368","12","38","0.316","23","57","0.404","0.432","19","23","0.826","10","40","50","58","10","3","32","63","101",1999
"402","Charlie Ward","PG","28","NYK","50","50","1556","135","334","0.404","53","149","0.356","82","185","0.443","0.484","55","78","0.705","23","149","172","271","103","8","131","105","378",1999
"403","Eric Washington","SG","24","DEN","38","6","761","73","184","0.397","37","97","0.381","36","87","0.414","0.497","22","32","0.688","35","54","89","30","25","18","34","87","205",1999
"404","Jamie Watson","SF","26","MIA","3","0","18","1","2","0.5","0","0","0","1","2","0.5","0.5","0","0","0","0","1","1","1","0","0","1","1","2",1999
"405","Clarence Weatherspoon","SF","28","MIA","49","3","1040","141","264","0.534","0","0","0","141","264","0.534","0.534","115","143","0.804","72","171","243","34","28","17","61","107","397",1999
"406","Chris Webber","PF","25","SAC","42","42","1719","378","778","0.486","4","34","0.118","374","744","0.503","0.488","79","174","0.454","149","396","545","173","60","89","148","145","839",1999
"407","Bonzi Wells","SF","22","POR","7","0","35","11","20","0.55","1","3","0.333","10","17","0.588","0.575","8","18","0.444","4","5","9","3","1","1","6","5","31",1999
"408","Bill Wennington","C","35","CHI","38","3","451","62","178","0.348","1","1","1","61","177","0.345","0.351","18","22","0.818","20","59","79","18","13","12","17","79","143",1999
"409","David Wesley","PG","28","CHH","50","50","1848","243","545","0.446","61","170","0.359","182","375","0.485","0.502","159","191","0.832","23","138","161","322","100","10","142","130","706",1999
"410","Doug West","SG","31","VAN","14","2","294","31","65","0.477","0","2","0","31","63","0.492","0.477","19","25","0.76","5","20","25","19","16","7","12","38","81",1999
"411","Mark West","C","38","ATL","49","0","499","22","59","0.373","0","0","0","22","59","0.373","0.373","16","45","0.356","49","76","125","13","4","22","17","81","60",1999
"412","DeJuan Wheat","PG","25","VAN","46","0","590","73","193","0.378","22","60","0.367","51","133","0.383","0.435","40","55","0.727","11","34","45","102","26","2","48","59","208",1999
"413","Tyson Wheeler","PG","23","DEN","1","0","3","1","1","1","1","1","1","0","0","0","1.5","1","2","0.5","0","0","0","2","0","0","0","1","4",1999
"414","Jahidi White","PF","22","WAS","20","0","191","17","32","0.531","0","0","0","17","32","0.531","0.531","15","35","0.429","23","35","58","1","3","11","16","39","49",1999
"415","Chris Whitney","PG","27","WAS","39","1","441","64","156","0.41","32","95","0.337","32","61","0.525","0.513","27","31","0.871","8","39","47","69","18","2","36","49","187",1999
"416","Dominique Wilkins*","SF","39","ORL","27","2","252","50","132","0.379","5","19","0.263","45","113","0.398","0.398","29","42","0.69","30","41","71","16","4","1","23","19","134",1999
"417","Gerald Wilkins","SG","35","ORL","3","0","28","0","9","0","0","0","0","0","9","0","0","2","2","1","0","1","1","1","0","0","3","3","2",1999
"418","Aaron Williams","PF","27","SEA","40","2","458","52","123","0.423","0","1","0","52","122","0.426","0.423","54","74","0.73","54","74","128","22","14","24","30","75","158",1999
"419","Alvin Williams","PG","24","TOR","50","45","1051","95","237","0.401","14","42","0.333","81","195","0.415","0.43","44","52","0.846","19","63","82","130","51","12","56","94","248",1999
"420","Brandon Williams","SG","23","SAS","3","0","4","0","0","0","0","0","0","0","0","0","0","2","4","0.5","1","0","1","0","0","0","0","0","2",1999
"421","Eric Williams","SF","26","DEN","38","8","780","80","219","0.365","6","26","0.231","74","193","0.383","0.379","111","139","0.799","34","47","81","37","27","8","49","76","277",1999
"422","Herb Williams","C","40","NYK","6","0","34","4","8","0.5","0","0","0","4","8","0.5","0.5","2","2","1","3","3","6","0","0","2","2","2","10",1999
"423","Hot Rod Williams","C","36","DAL","25","11","403","11","33","0.333","0","0","0","11","33","0.333","0.333","7","10","0.7","36","47","83","15","13","18","13","49","29",1999
"424","Jason Williams","PG","23","SAC","50","50","1805","231","617","0.374","100","323","0.31","131","294","0.446","0.455","79","105","0.752","14","139","153","299","95","1","143","91","641",1999
"425","Jayson Williams","C","30","NJN","30","30","1020","97","218","0.445","0","2","0","97","216","0.449","0.445","48","85","0.565","147","213","360","33","24","60","46","126","242",1999
"426","Jerome Williams","PF","25","DET","50","10","1154","124","248","0.5","0","0","0","124","248","0.5","0.5","107","159","0.673","158","191","349","23","63","7","41","108","355",1999
"427","Micheal Williams","PG","32","TOR","2","0","15","1","5","0.2","0","0","0","1","5","0.2","0.2","0","0","0","1","0","1","0","0","0","1","1","2",1999
"428","Monty Williams","SF","27","DEN","1","0","6","0","2","0","0","0","0","0","2","0","0","1","2","0.5","0","0","0","0","0","0","0","0","1",1999
"429","Scott Williams","C","30","TOT","7","0","46","5","17","0.294","0","0","0","5","17","0.294","0.294","4","7","0.571","3","11","14","1","3","2","4","9","14",1999
"430","Shammond Williams","PG","23","ATL","2","0","4","0","1","0","0","0","0","0","1","0","0","3","4","0.75","0","0","0","1","0","0","0","0","3",1999
"431","Travis Williams","SF","29","CHH","8","0","62","6","13","0.462","0","0","0","6","13","0.462","0.462","3","4","0.75","6","13","19","2","2","1","6","10","15",1999
"432","Walt Williams","SF","28","POR","48","16","1044","147","347","0.424","63","144","0.438","84","203","0.414","0.514","89","107","0.832","36","107","143","80","37","28","63","101","446",1999
"433","Corliss Williamson","SF","25","SAC","50","50","1374","269","555","0.485","1","5","0.2","268","550","0.487","0.486","120","188","0.638","85","121","206","66","30","8","75","118","659",1999
"434","Kevin Willis","C","36","TOR","42","38","1216","187","447","0.418","0","2","0","187","445","0.42","0.418","130","155","0.839","109","241","350","67","28","28","86","134","504",1999
"435","David Wingate","SG","35","NYK","20","0","92","7","16","0.438","0","0","0","7","16","0.438","0.438","0","0","0","3","5","8","5","4","0","6","10","14",1999
"436","Trevor Winter","C","25","MIN","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3","0","0","0","0","5","0",1999
"437","Joe Wolf","PF","34","CHH","3","0","12","0","1","0","0","0","0","0","1","0","0","0","2","0","0","1","1","0","0","0","0","6","0",1999
"438","Haywoode Workman","PG","33","MIL","29","29","815","73","170","0.429","17","47","0.362","56","123","0.455","0.479","37","47","0.787","14","88","102","172","32","1","63","53","200",1999
"439","Lorenzen Wright","C","23","LAC","48","15","1135","119","260","0.458","0","1","0","119","259","0.459","0.458","81","117","0.692","142","219","361","33","26","36","48","162","319",1999
"440","Korleone Young","SF","20","DET","3","0","15","5","10","0.5","1","4","0.25","4","6","0.667","0.55","2","2","1","2","2","4","1","0","0","1","3","13",1999
