"","Player","Yr","allstar"
"1667","Lonnie Shelton","1982",1
"1668","Pascal Siakam","2020",1
"1669","Adrian Smith","1966",1
"1670","Steve Smith","1998",1
"1671","Rik Smits","1998",1
"1672","John Starks","1994",1
"1673","Don Sunderlage","1954",1
"1674","Wally Szczerbiak","2002",1
"1675","Jayson Tatum","2020",1
"1676","Jeff Teague","2015",1
"1677","Otis Thorpe","1992",1
"1678","Nick Van Exel","1998",1
"1679","Nikola Vucevic","2019",1
"1680","Gerald Wallace","2010",1
"1681","Paul Walther","1952",1
"1682","Kermit Washington","1980",1
"1683","Jayson Williams","1998",1
"1684","Mo Williams","2009",1
"1685","Kevin Willis","1992",1
"1686","Metta World Peace","2004",1
"1687","Trae Young","2020",1
"1688","Max Zaslofsky","1952",1
