"","AST.","predAST."
"1",13.5,12.9727834560383
"2",16.6,16.5212835328772
"3",5.3,4.54495453392904
"4",11.6,11.6516920931435
"5",14.1,13.196671676475
"6",15,14.0877869275477
"7",5.6,5.59254715725314
"8",8.8,9.43842532185323
"9",17.4,16.2660733648843
"10",14,13.544192727256
"11",7.6,3.70299200907896
"12",7.7,7.32042855612007
"13",7.6,7.69718298595167
"14",11.4,11.1829076559465
"15",16.8,16.2157279769393
"16",7.6,7.49239078428936
"17",7,6.95323136849874
"18",13.6,13.6730119474362
"19",9.4,9.76256417591645
"20",10.8,11.2912011167277
"21",13.8,11.3790349999955
"22",3.6,4.3040930215282
"23",19.3,19.6587665039757
"24",4.4,4.03196727573067
"25",9.3,8.8977349427926
"26",12.8,13.3952096333465
"27",7.9,7.86269526338443
"28",10.7,11.2523414827665
"29",25.9,26.0925259247229
"30",21.6,20.7922278620473
"31",3.4,2.18818466731877
"32",5.5,5.19660325547612
"33",9.6,9.46718027244487
"34",6.1,6.03599398924745
"35",8.1,8.12088141698624
"36",17.3,16.631164629639
"37",11.5,11.6313797897489
"38",17.4,16.7995511325335
"39",0,1.88122071122007
"40",17.9,17.5517142246281
"41",17.8,14.644907655849
"42",23.9,24.1769966302507
"43",12.5,12.0730372711559
"44",5.1,7.23406440487972
"45",8.9,9.48511503324613
"46",1.3,-1.96888042286052
"47",13.8,13.8232262454288
"48",5.5,5.32270535234922
"49",20.7,19.0724948579451
"50",12.9,13.2804266165564
"51",17.4,16.1746462694394
"52",4.7,3.44237809666403
"53",8.9,7.97949765135421
"54",10.2,10.9186795293042
"55",9.9,10.021154260442
"56",13.3,13.235977102718
"57",7.5,7.21190082808039
"58",5,3.947326210615
"59",13.6,13.8733359380122
"60",21.9,23.5767321869596
"61",14.9,12.9571841493112
"62",12.1,12.4275935560609
"63",21.1,20.2728117235241
"64",10.1,8.89664822937221
"65",14.8,15.4518494530617
"66",14.2,14.1486357484581
"67",11.1,11.4563850946242
"68",16,15.0437429370197
"69",9.9,9.04088478719498
"70",11,10.5635762473722
"71",10.7,10.6666491864611
"72",6.5,3.01725173766511
"73",17.1,16.645751557073
"74",7.8,6.44835245929428
"75",9.8,10.0311393729314
"76",6.5,5.71228615274531
"77",6.2,6.10548227897693
"78",11,11.5275234004162
"79",12.5,12.4284990149301
"80",13.3,12.3607301909019
"81",7.3,7.21257056793912
"82",6.8,6.33647006900856
"83",14.2,14.2631188427579
"84",16.6,16.4375786760059
"85",14.9,16.9446140837128
"86",13,12.9868748819612
"87",8.3,8.51199223643783
"88",11.7,11.0074082336071
"89",13.2,13.1456023223301
"90",6.4,6.75714986343794
"91",6.7,6.32895126661543
"92",37.8,36.3805468392385
"93",30.5,29.8178960781567
"94",5.9,4.76204009529317
"95",14.8,13.3979527138728
"96",4.8,4.82414366890421
"97",15.5,16.2979157973288
"98",15.9,15.282902010865
"99",5.2,4.76653580814854
"100",11.9,12.1509158485107
"101",11.2,10.9071510954866
"102",2.8,2.39578285978088
"103",12.7,13.6114273188832
"104",7.1,7.10297288272107
"105",23.3,26.7304389328502
"106",8.9,9.21437861949679
"107",11.8,11.7324278873694
"108",8.5,8.7799574981277
"109",23.3,16.8135014217161
"110",7.6,7.88903035449658
"111",20,18.7724505942061
"112",6.8,6.85603576250942
"113",21.6,20.1264949324416
"114",5,6.77385469837194
"115",0,1.72812457730976
"116",14.7,15.0417405846893
"117",5.5,4.71063095861821
"118",14.7,15.2986516448469
"119",16.3,16.9379434552435
"120",8.6,9.27606758612475
"121",15.7,16.8687824538154
"122",6,5.90763252653677
"123",9.8,10.7789541408797
"124",13,13.0408088739436
"125",5.3,4.46437732347608
"126",6.4,6.30580721960031
"127",8.3,12.058252405286
"128",8.1,11.9055064209008
